Name,Sex,Event,Equipment,Age,AgeClass,BirthYearClass,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Squat4Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Bench4Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Deadlift4Kg,Best3DeadliftKg,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Tested,Country,State,Federation,ParentFederation,Date,MeetCountry,MeetState,MeetTown,MeetName,Sanctioned
Rohan Panchal,M,SBD,Raw,26,24-34,24-39,Open,81.8,83,195,205,215,,215,117.5,-120,-120,,117.5,240,260,-270,,260,592.5,2,403.31,398.97,384.03,82.62,Yes,Australia,,APLA,IPF,3/22/2025,Australia,VIC,,Elemental Strength Autumn Showdown,Yes
Jack Pan,M,SBD,Raw,23,20-23,24-39,Open,81.9,83,162.5,175,182.5,,182.5,135,142.5,150,,150,192.5,210,220,,220,552.5,3,375.82,371.76,357.82,77,Yes,Australia,,APLA,IPF,3/22/2025,Australia,VIC,,Elemental Strength Autumn Showdown,Yes
Dan Pham,M,SBD,Raw,32,24-34,24-39,Open,82,83,165,175,185,,185,117.5,125,-132.5,,125,195,212.5,232.5,,232.5,542.5,4,368.76,364.76,351.06,75.56,Yes,Australia,,APLA,IPF,3/22/2025,Australia,VIC,,Elemental Strength Autumn Showdown,Yes
Uday Manek,M,SBD,Raw,26,24-34,24-39,Open,82.6,83,167.5,182.5,-190,,182.5,120,125,130,,130,197.5,215,230,,230,542.5,5,367.23,363.16,349.41,75.28,Yes,Australia,,APLA,IPF,3/22/2025,Australia,VIC,,Elemental Strength Autumn Showdown,Yes
Nick Van Kerkhoven,M,SBD,Raw,26.5,24-34,24-39,Open,80.1,83,147.5,160,165,,165,90,95,-100,,95,197.5,210,220,,220,480,6,330.74,327.44,315.48,67.65,Yes,Australia,,APLA,IPF,3/22/2025,Australia,VIC,,Elemental Strength Autumn Showdown,Yes
Stefan Solagratio Simanjuntak,M,SBD,Raw,26,24-34,24-39,Open,92.6,93,180,190,-200,,190,155,162.5,-167.5,,162.5,240,252.5,265,,265,617.5,1,393.7,388.71,372.09,80.95,Yes,Australia,,APLA,IPF,3/22/2025,Australia,VIC,,Elemental Strength Autumn Showdown,Yes
Anjana Dabarera,M,SBD,Raw,27,24-34,24-39,Open,92.5,93,185,200,207.5,,207.5,117.5,122.5,127.5,,127.5,192.5,212.5,225,,225,560,2,357.23,352.69,337.63,73.45,Yes,Australia,,APLA,IPF,3/22/2025,Australia,VIC,,Elemental Strength Autumn Showdown,Yes
Lachlan Langeberg,M,SBD,Raw,31,24-34,24-39,Open,89.6,93,180,195,210,,210,95,102.5,107.5,,107.5,190,210,230,,230,547.5,3,354.81,350.32,335.81,72.95,Yes,Australia,,APLA,IPF,3/22/2025,Australia,VIC,,Elemental Strength Autumn Showdown,Yes
Mo Liu,M,SBD,Raw,28,24-34,24-39,Open,87.8,93,192.5,205,-210,,205,102.5,107.5,112.5,,112.5,210,225,-235,,225,542.5,4,355.26,350.83,336.6,73.01,Yes,Australia,,APLA,IPF,3/22/2025,Australia,VIC,,Elemental Strength Autumn Showdown,Yes
Quan Tran,M,SBD,Raw,25,24-34,24-39,Open,91.7,93,190,202.5,-210,,202.5,95,100,-102.5,,100,205,215,-230,,215,517.5,5,331.52,327.3,313.44,68.17,Yes,Australia,,APLA,IPF,3/22/2025,Australia,VIC,,Elemental Strength Autumn Showdown,Yes
David Latour,M,SBD,Raw,39,35-39,40-49,Open,89.1,93,97.5,107.5,115,,115,77.5,85,90,,90,132.5,145,155,,155,360,6,233.97,231.01,221.5,48.1,Yes,Australia,,APLA,IPF,3/22/2025,Australia,VIC,,Elemental Strength Autumn Showdown,Yes
Jesse Rosenberg,M,SBD,Raw,31,24-34,24-39,Open,103.2,105,225,242.5,260,,260,162.5,172.5,177.5,,177.5,245,270,292.5,,292.5,730,1,443.38,438.93,419.12,90.86,Yes,Australia,,APLA,IPF,3/22/2025,Australia,VIC,,Elemental Strength Autumn Showdown,Yes
Jack Ellis,M,SBD,Raw,37,35-39,24-39,Open,102.4,105,210,225,237.5,,237.5,140,152.5,160,,160,262.5,287.5,300,,300,697.5,2,425.01,420.61,401.63,87.13,Yes,Australia,,APLA,IPF,3/22/2025,Australia,VIC,,Elemental Strength Autumn Showdown,Yes
Shaveel Prasad,M,SBD,Raw,24,24-34,24-39,Open,98.2,105,152.5,165,-180,,165,102.5,107.5,-110,,107.5,192.5,207.5,-220,,207.5,480,3,297.81,294.3,281.19,61.17,Yes,Australia,,APLA,IPF,3/22/2025,Australia,VIC,,Elemental Strength Autumn Showdown,Yes
Callum Maynard,M,SBD,Raw,29,24-34,24-39,Open,138.5,120+,230,245,255,,255,152.5,162.5,165,,165,245,265,280,,280,700,1,384.78,391.8,372.7,76.63,Yes,Australia,,APLA,IPF,3/22/2025,Australia,VIC,,Elemental Strength Autumn Showdown,Yes
Alex Luu,M,SBD,Raw,17,16-17,14-18,Sub-Junior,64.3,66,160,165,170,,170,100,-107.5,-107.5,,100,200,-212.5,212.5,,212.5,482.5,1,385.54,387.2,376.72,76.26,Yes,Australia,,APLA,IPF,3/22/2025,Australia,VIC,,Elemental Strength Autumn Showdown,Yes
Luke Dimitriou,M,SBD,Raw,17,16-17,14-18,Sub-Junior,71.7,74,167.5,180,-190,,180,100,105,-112.5,,105,185,200,-212.5,,200,485,1,358.38,356.95,345.56,72.38,Yes,Australia,,APLA,IPF,3/22/2025,Australia,VIC,,Elemental Strength Autumn Showdown,Yes
Xavier Victuelles,M,SBD,Raw,18,18-19,19-23,Sub-Junior,91.2,93,210,225,235,,235,140,145,-147.5,,145,200,217.5,235,,235,615,1,395.04,390.01,373.58,81.23,Yes,Australia,,APLA,IPF,3/22/2025,Australia,VIC,,Elemental Strength Autumn Showdown,Yes
Maria Houseas,F,SBD,Raw,23,20-23,19-23,Junior,68.35,69,142.5,150,-155,,150,80,85,-90,,85,157.5,167.5,172.5,,172.5,407.5,1,417.69,412.21,363.54,84.87,Yes,Australia,,APLA,IPF,2/16/2025,Australia,NSW,,The Next Alpha Athlete pt.1,Yes
Cristofer Rosa,M,SBD,Raw,21,20-23,19-23,Junior,73.3,74,165,175,182.5,,182.5,100,110,-117.5,,110,187.5,197.5,-205,,197.5,490,1,356.8,354.86,343.22,72.29,Yes,Australia,,APLA,IPF,2/16/2025,Australia,NSW,,The Next Alpha Athlete pt.1,Yes
Jake Muddle,M,SBD,Raw,22,20-23,19-23,Junior,132.7,120+,210,220,230,,230,110,115,120,,120,240,255,-260,,255,605,1,336.69,340.96,325.29,67.39,Yes,Australia,,APLA,IPF,2/16/2025,Australia,NSW,,The Next Alpha Athlete pt.1,Yes
Kevin Chan,M,SBD,Raw,39,35-39,40-49,Masters 1,81.25,83,145,157.5,170,,170,100,-105,107.5,,107.5,195,215,230,,230,507.5,1,346.79,343.14,330.4,71.01,Yes,Australia,,APLA,IPF,2/16/2025,Australia,NSW,,The Next Alpha Athlete pt.1,Yes
Marcus Flanagan,M,SBD,Raw,43,40-44,40-49,Masters 1,82.85,83,120,132.5,140,,140,-95,-102.5,-105,,,140,155,170,,170,,DQ,,,,,Yes,Australia,,APLA,IPF,2/16/2025,Australia,NSW,,The Next Alpha Athlete pt.1,Yes
Scott McGilvray,M,SBD,Raw,44,40-44,40-49,Masters 1,130.15,120+,225,240,245,,245,125,135,-140,,135,245,260,270,,270,650,1,363.84,367.56,351.1,72.99,Yes,Australia,,APLA,IPF,2/16/2025,Australia,NSW,,The Next Alpha Athlete pt.1,Yes
Sonit Singh,M,SBD,Raw,26,24-34,24-39,Open,92.65,93,150,-162.5,165,,165,90,95,-97.5,,95,190,-202.5,-202.5,,190,450,1,286.83,283.19,271.09,58.98,Yes,Australia,,APLA,IPF,2/16/2025,Australia,NSW,,The Next Alpha Athlete pt.1,Yes
Jonah Strickland,M,SBD,Raw,36,35-39,24-39,Open,182.1,120+,-50,-50,-50,,,85,92.5,100,,100,130,145,155,,155,,DQ,,,,,Yes,Australia,,APLA,IPF,2/16/2025,Australia,NSW,,The Next Alpha Athlete pt.1,Yes
Elizabeth Short,F,SBD,Raw,77,75-79,70-999,Masters 4,63.5,69,-35,-40,40,,40,35,-37.5,-37.5,,35,65,70,75,,75,150,1,160.55,160.13,141.39,32.65,Yes,Australia,,APLA,IPF,8/18/2024,Australia,NT,,Darwin Open,Yes
Ngoc Nguyen,F,SBD,Raw,28,24-34,24-39,Open,48.4,52,100,110,115,,115,57.5,60,-62.5,,60,120,127.5,-132.5,,127.5,302.5,1,388.01,398.19,354.23,81.5,Yes,Australia,,APLA,IPF,8/18/2024,Australia,NT,,Darwin Open,Yes
Hannah Quilford,F,SBD,Raw,37,35-39,24-39,Open,62.4,63,122.5,130,135,,135,57.5,62.5,-65,,62.5,130,140,-145,,140,337.5,1,365.12,365.1,322.43,74.3,Yes,Australia,,APLA,IPF,8/18/2024,Australia,NT,,Darwin Open,Yes
Chloe-Gage Pearson,F,SBD,Raw,26,24-34,24-39,Open,67.3,69,110,115,-120,,115,60,62.5,65,,65,130,137.5,145,,145,325,1,336.1,332.41,293.25,68.29,Yes,Australia,,APLA,IPF,8/18/2024,Australia,NT,,Darwin Open,Yes
Jessica Bishop #2,F,SBD,Raw,33,24-34,24-39,Open,109.6,84+,-160,170,-180,,170,85,-90,90,,90,180,200,-210,,200,460,1,379.65,374.3,318.66,80.24,Yes,Australia,,APLA,IPF,8/18/2024,Australia,NT,,Darwin Open,Yes
Godwin Esto,M,SBD,Raw,23,20-23,24-39,Open,82.7,83,190,200,-210,,200,130,135,140,,140,237.5,252.5,-265,,252.5,592.5,1,400.81,396.35,381.32,82.17,Yes,Australia,,APLA,IPF,8/18/2024,Australia,NT,,Darwin Open,Yes
Kyle Seo,M,SBD,Raw,,,,Open,80.6,83,160,167.5,175,,175,-125,-125,-125,,,200,210,220,,220,,DQ,,,,,Yes,Australia,,APLA,IPF,8/18/2024,Australia,NT,,Darwin Open,Yes
Anthony Long,M,SBD,Raw,,,,Open,91.1,93,-240,240,250,,250,130,135,140,,140,300,-310,-310,,300,690,1,443.46,437.81,419.38,91.18,Yes,Australia,,APLA,IPF,8/18/2024,Australia,NT,,Darwin Open,Yes
Brandon Newell,M,SBD,Raw,17.5,18-19,14-18,Sub-Junior,92.9,93,160,180,200,,200,-80,90,-92.5,,90,220,-260,-270,,220,510,1,324.66,320.54,306.8,66.75,Yes,Australia,,APLA,IPF,8/18/2024,Australia,NT,,Darwin Open,Yes
Harry Powell,M,SBD,Raw,21,20-23,19-23,Junior,91.34,93,202.5,217.5,-220,,217.5,137.5,-142.5,-142.5,,137.5,220,-227.5,227.5,,227.5,582.5,1,373.88,369.12,353.54,76.88,Yes,Australia,,APLA,IPF,10/6/2024,Australia,QLD,,Sunshine Coast Open,Yes
Andy Nguyen,M,SBD,Raw,21.5,20-23,19-23,Junior,90.5,93,190,200,-210,,200,127.5,132.5,-137.5,,132.5,205,220,230,,230,562.5,2,362.7,358.09,343.11,74.58,Yes,Australia,,APLA,IPF,10/6/2024,Australia,QLD,,Sunshine Coast Open,Yes
Nicolas Muir,M,SBD,Raw,19.5,20-23,19-23,Junior,82.7,83,210,225,-230,,225,142.5,147.5,152.5,,152.5,235,260,280,,280,657.5,1,444.78,439.83,423.15,91.18,Yes,Australia,,APLA,IPF,10/6/2024,Australia,QLD,,Sunshine Coast Open,Yes
Luke Exley,M,SBD,Raw,19,18-19,19-23,Junior,81.86,83,175,187.5,195,,195,125,132.5,-140,,132.5,205,220,230,,230,557.5,2,379.32,375.23,361.17,77.71,Yes,Australia,,APLA,IPF,10/6/2024,Australia,QLD,,Sunshine Coast Open,Yes
Lythamie Ware,F,SBD,Raw,22.5,20-23,19-23,Junior,71.44,76,132.5,142.5,150,,150,77.5,80,-85,,80,120,130,145,,145,375,1,374.95,367.93,324.16,76.24,Yes,Australia,,APLA,IPF,10/6/2024,Australia,QLD,,Sunshine Coast Open,Yes
Jack Tocknell,M,SBD,Raw,21,20-23,19-23,Junior,73.74,74,187.5,200,207.5,,207.5,125,135,140,,140,240,-260,-267.5,,240,587.5,1,426.12,423.66,409.65,86.41,Yes,Australia,,APLA,IPF,10/6/2024,Australia,QLD,,Sunshine Coast Open,Yes
Oscar Mou,M,SBD,Raw,18.5,18-19,19-23,Junior,72.56,74,192.5,205,210,,210,100,110,112.5,,112.5,195,207.5,220,,220,542.5,2,397.68,395.78,382.96,80.46,Yes,Australia,,APLA,IPF,10/6/2024,Australia,QLD,,Sunshine Coast Open,Yes
Christian Dang,M,SBD,Raw,19.5,20-23,19-23,Junior,72.12,74,160,170,180,,180,110,117.5,-127.5,,117.5,190,205,215,,215,512.5,3,377.22,375.56,363.49,76.25,Yes,Australia,,APLA,IPF,10/6/2024,Australia,QLD,,Sunshine Coast Open,Yes
Jahlanz Akaata,F,SBD,Raw,18.5,18-19,19-23,Junior,61.96,63,100,107.5,-115,,107.5,57.5,62.5,65,,65,117.5,127.5,-137.5,,127.5,300,1,325.96,326.29,288.18,66.35,Yes,Australia,,APLA,IPF,10/6/2024,Australia,QLD,,Sunshine Coast Open,Yes
Richard McMahon,M,SBD,Raw,45.5,45-49,40-49,Masters 1,91.86,93,177.5,192.5,202.5,,202.5,105,112.5,120,,120,215,230,242.5,,242.5,565,1,361.64,357.04,341.89,74.36,Yes,Australia,,APLA,IPF,10/6/2024,Australia,QLD,,Sunshine Coast Open,Yes
Gwendoline Currey,F,SBD,Raw,64.5,60-64,60-69,Masters 3,86.66,84+,100,115,122.5,,122.5,-55,60,62.5,,62.5,130,150,160,,160,345,1,312.86,303.08,264.33,64.39,Yes,Australia,,APLA,IPF,10/6/2024,Australia,QLD,,Sunshine Coast Open,Yes
Dennis Donaldson,M,SBD,Raw,59.5,55-59,60-69,Masters 3,58.76,59,107.5,115,-120,,115,55,60,65,,65,130,137.5,145,,145,325,1,279.11,282.58,276.27,53.9,Yes,Australia,,APLA,IPF,10/6/2024,Australia,QLD,,Sunshine Coast Open,Yes
Brian McMahon #2,M,SBD,Raw,73.5,70-74,70-999,Masters 4,91.7,93,105,115,120,,120,77.5,82.5,87.5,,87.5,135,145,152.5,,152.5,360,1,230.62,227.69,218.04,47.42,Yes,Australia,,APLA,IPF,10/6/2024,Australia,QLD,,Sunshine Coast Open,Yes
Jahvi Salcombe,F,SBD,Raw,37.5,35-39,24-39,Open,117.68,84+,170,180,190,,190,102.5,-110,-110,,102.5,175,190,-200,,190,482.5,1,389.33,387.19,328.45,82.99,Yes,Australia,,APLA,IPF,10/6/2024,Australia,QLD,,Sunshine Coast Open,Yes
Clarissa Mika-Godinet,F,SBD,Raw,32.5,24-34,24-39,Open,105.28,84+,147.5,155,162.5,,162.5,87.5,92.5,95,,95,160,170,180,,180,437.5,2,366.2,359.27,306.56,77.01,Yes,Australia,,APLA,IPF,10/6/2024,Australia,QLD,,Sunshine Coast Open,Yes
Tristan Paul,M,SBD,Raw,24.5,24-34,24-39,Open,116.9,120,215,230,240,,240,157.5,167.5,-175,,167.5,235,250,-265,,250,657.5,1,380.97,380.42,364.34,77.32,Yes,Australia,,APLA,IPF,10/6/2024,Australia,QLD,,Sunshine Coast Open,Yes
Kyle Rook,M,SBD,Raw,28.5,24-34,24-39,Open,112.02,120,200,-212.5,-215,,200,130,135,140,,140,215,230,-245,,230,570,2,335.32,333.63,319.05,68.32,Yes,Australia,,APLA,IPF,10/6/2024,Australia,QLD,,Sunshine Coast Open,Yes
Norbert Balacinski,M,SBD,Raw,25.5,24-34,24-39,Open,114.82,120,190,210,215,,215,140,150,-155,,150,200,-220,-222.5,,200,565,3,329.43,328.43,314.36,66.97,Yes,Australia,,APLA,IPF,10/6/2024,Australia,QLD,,Sunshine Coast Open,Yes
Mehrdad Akbari,M,SBD,Raw,35.5,35-39,24-39,Open,102.77,105,285,-305,-305,,285,175,185,-187.5,,185,290,-305,305,,305,775,1,471.53,466.71,445.64,96.65,Yes,Australia,,APLA,IPF,10/6/2024,Australia,QLD,,Sunshine Coast Open,Yes
William Wallace #1,M,SBD,Raw,25.5,24-34,24-39,Open,101.22,105,232.5,247.5,257.5,,257.5,152.5,160,167.5,,167.5,255,275,285,,285,710,2,434.75,430.04,410.67,89.18,Yes,Australia,,APLA,IPF,10/6/2024,Australia,QLD,,Sunshine Coast Open,Yes
Noah Marano,M,SBD,Raw,24.5,24-34,24-39,Open,103.56,105,-220,235,-250,,235,157.5,170,180,,180,267.5,-315,-315,,267.5,682.5,3,413.93,409.85,391.34,84.81,Yes,Australia,,APLA,IPF,10/6/2024,Australia,QLD,,Sunshine Coast Open,Yes
Joshua Bower,M,SBD,Raw,28.5,24-34,24-39,Open,103.26,105,-225,235,-242.5,,235,155,-162.5,-162.5,,155,235,250,265,,265,655,4,397.73,393.75,375.98,81.5,Yes,Australia,,APLA,IPF,10/6/2024,Australia,QLD,,Sunshine Coast Open,Yes
Loi Nguyen,M,SBD,Raw,23.5,24-34,24-39,Open,102.98,105,177.5,187.5,195,,195,125,132.5,-135,,132.5,225,240,-250,,240,567.5,5,344.99,341.49,326.08,70.7,Yes,Australia,,APLA,IPF,10/6/2024,Australia,QLD,,Sunshine Coast Open,Yes
Jaspa Mahoney,M,SBD,Raw,24.5,24-34,24-39,Open,98.54,105,180,-190,190,,190,115,122.5,-130,,122.5,210,-225,225,,225,537.5,6,332.98,329.08,314.4,68.38,Yes,Australia,,APLA,IPF,10/6/2024,Australia,QLD,,Sunshine Coast Open,Yes
Joshua Chee,M,SBD,Raw,31,24-34,24-39,Open,92.4,93,200,212.5,222.5,,222.5,112.5,120,127.5,,127.5,235,250,265,,265,615,1,392.52,387.53,371,80.71,Yes,Australia,,APLA,IPF,10/6/2024,Australia,QLD,,Sunshine Coast Open,Yes
Cory Gilbert,M,SBD,Raw,24.5,24-34,24-39,Open,89.42,93,175,187.5,200,,200,100,-112.5,115,,115,200,217.5,-235,,217.5,532.5,2,345.44,341.07,326.98,71.02,Yes,Australia,,APLA,IPF,10/6/2024,Australia,QLD,,Sunshine Coast Open,Yes
Marc Reid,M,SBD,Raw,35.5,35-39,24-39,Open,83.5,93,157.5,165,172.5,,172.5,92.5,-97.5,-97.5,,92.5,185,197.5,205,,205,470,3,316.23,312.62,300.63,64.86,Yes,Australia,,APLA,IPF,10/6/2024,Australia,QLD,,Sunshine Coast Open,Yes
Ian Burns,M,SBD,Raw,30,24-34,24-39,Open,81.38,83,235,255,-280,,255,145,155,165,,165,250,270,290,,290,710,1,484.72,479.59,461.75,99.27,Yes,Australia,,APLA,IPF,10/6/2024,Australia,QLD,,Sunshine Coast Open,Yes
Redmon Borinez,M,SBD,Raw,30.5,24-34,24-39,Open,81.22,83,195,-205,215,,215,125,132.5,137.5,,137.5,225,230,-242.5,,230,582.5,2,398.13,393.94,379.32,81.52,Yes,Australia,,APLA,IPF,10/6/2024,Australia,QLD,,Sunshine Coast Open,Yes
Gabby Mast,F,SBD,Raw,28.5,24-34,24-39,Open,72.3,76,110,130,142.5,,142.5,72.5,80,-85,,80,125,140,160,,160,382.5,1,379.95,372.31,327.91,77.29,Yes,Australia,,APLA,IPF,10/6/2024,Australia,QLD,,Sunshine Coast Open,Yes
Clinton Tran,M,SBD,Raw,22.5,20-23,19-23,Open,73.82,74,215,-225,225,,225,112.5,-117.5,117.5,,117.5,245,255,-272.5,,255,597.5,1,433.07,430.53,416.28,87.83,Yes,Australia,,APLA,IPF,10/6/2024,Australia,QLD,,Sunshine Coast Open,Yes
Daniel Heffernan,M,SBD,Raw,36.5,35-39,24-39,Open,74,74,,,,,,,,,,,,,,,,,NS,,,,,Yes,Australia,,APLA,IPF,10/6/2024,Australia,QLD,,Sunshine Coast Open,Yes
Shinay Archer,F,SBD,Raw,34,24-34,24-39,Open,68.12,69,140,147.5,152.5,,152.5,82.5,87.5,90,,90,155,162.5,170,,170,412.5,1,423.63,418.27,368.91,86.08,Yes,Australia,,APLA,IPF,10/6/2024,Australia,QLD,,Sunshine Coast Open,Yes
Jasmine Murphy,F,SBD,Raw,28.5,24-34,24-39,Open,61.54,63,115,122.5,-125,,122.5,70,75,-80,,75,150,157.5,162.5,,162.5,360,1,392.8,393.59,347.65,79.98,Yes,Australia,,APLA,IPF,10/6/2024,Australia,QLD,,Sunshine Coast Open,Yes
Justine Beuvelot,F,SBD,Raw,25.5,24-34,24-39,Open,55.4,57,110,120,-125,,120,72.5,77.5,-82.5,,77.5,140,147.5,155,,155,352.5,1,411.52,418.27,370.06,84.51,Yes,Australia,,APLA,IPF,10/6/2024,Australia,QLD,,Sunshine Coast Open,Yes
Tommy Lou,M,SBD,Raw,16.5,16-17,14-18,Sub-Junior,81.38,83,157.5,170,180,,180,92.5,100,110,,110,195,210,-220,,210,500,1,341.35,337.74,325.17,69.91,Yes,Australia,,APLA,IPF,10/6/2024,Australia,QLD,,Sunshine Coast Open,Yes
Keerthan Dinesh,M,SBD,Raw,17,16-17,14-18,Sub-Junior,73.34,74,205,-220,-220,,205,105,-110,-110,,105,220,230,-237.5,,230,540,1,393.06,390.92,378.09,79.65,Yes,Australia,,APLA,IPF,10/6/2024,Australia,QLD,,Sunshine Coast Open,Yes
Indi Glancey,F,SBD,Raw,20,20-23,19-23,Junior,68,69,115,125,135,,135,75,80,-87.5,,80,120,130,142.5,,142.5,357.5,1,367.52,362.95,320.13,74.68,Yes,Australia,,APLA,IPF,11/17/2024,Australia,NSW,,The Next Alpha Athlete Competition,Yes
Mariange Jabbour,F,SBD,Raw,21,20-23,19-23,Junior,74.2,76,130,140,147.5,,147.5,70,75,80,,80,140,152.5,162.5,,162.5,390,1,382.02,373.27,328.48,77.78,Yes,Australia,,APLA,IPF,11/17/2024,Australia,NSW,,The Next Alpha Athlete Competition,Yes
Teresa MacGinley,F,SBD,Raw,45,45-49,40-49,Masters 1,82.85,84,120,130,137.5,,137.5,60,65,70,,70,125,135,145,,145,352.5,1,326.5,316.54,277,66.93,Yes,Australia,,APLA,IPF,11/17/2024,Australia,NSW,,The Next Alpha Athlete Competition,Yes
Francheska Louise Oprenario,F,SBD,Raw,24,24-34,24-39,Open,46.6,47,100,105,110,,110,67.5,70,-72.5,,70,122.5,130,135,,135,315,1,415.45,426.25,380.23,88.07,Yes,Australia,,APLA,IPF,11/17/2024,Australia,NSW,,The Next Alpha Athlete Competition,Yes
Kyna Grace Joven,F,SBD,Raw,26,24-34,24-39,Open,51.8,52,120,130,132.5,,132.5,60,65,70,,70,135,150,160,,160,362.5,1,443.04,453.25,401.83,91.84,Yes,Australia,,APLA,IPF,11/17/2024,Australia,NSW,,The Next Alpha Athlete Competition,Yes
Tiffany Tran #1,F,SBD,Raw,38,35-39,24-39,Open,51.9,52,105,112.5,117.5,,117.5,50,55,-60,,55,135,145,-152.5,,145,317.5,2,387.52,396.4,351.4,80.3,Yes,Australia,,APLA,IPF,11/17/2024,Australia,NSW,,The Next Alpha Athlete Competition,Yes
Camille Bianco,F,SBD,Raw,28,24-34,24-39,Open,51.35,52,92.5,100,105,,105,62.5,-65,65,,65,115,125,130,,130,300,3,368.89,377.63,334.91,76.58,Yes,Australia,,APLA,IPF,11/17/2024,Australia,NSW,,The Next Alpha Athlete Competition,Yes
Sarah Toohill,F,SBD,Raw,35,35-39,24-39,Open,56.95,57,137.5,147.5,152.5,,152.5,72.5,77.5,-80,,77.5,157.5,167.5,177.5,,177.5,407.5,1,467.14,473.19,418.42,95.65,Yes,Australia,,APLA,IPF,11/17/2024,Australia,NSW,,The Next Alpha Athlete Competition,Yes
Uyen Pham,F,SBD,Raw,36,35-39,24-39,Open,55.7,57,107.5,115,117.5,,117.5,62.5,65,67.5,,67.5,125,130,137.5,,137.5,322.5,2,375.15,381.06,337.1,76.99,Yes,Australia,,APLA,IPF,11/17/2024,Australia,NSW,,The Next Alpha Athlete Competition,Yes
Wendy Amid,F,SBD,Raw,24,24-34,24-39,Open,56.35,57,90,100,107.5,,107.5,55,-60,-62.5,,55,135,145,157.5,,157.5,320,3,369.39,374.68,331.38,75.71,Yes,Australia,,APLA,IPF,11/17/2024,Australia,NSW,,The Next Alpha Athlete Competition,Yes
Joyce Qian,F,SBD,Raw,23,20-23,19-23,Open,68.4,69,142.5,155,162.5,,162.5,90,95,100,,100,140,-157.5,157.5,,157.5,420,1,430.32,424.64,374.5,87.44,Yes,Australia,,APLA,IPF,11/17/2024,Australia,NSW,,The Next Alpha Athlete Competition,Yes
Vavani Sionillo,F,SBD,Raw,28,24-34,24-39,Open,68.25,69,117.5,125,130,,130,82.5,87.5,90,,90,145,155,-162.5,,155,375,2,384.7,379.73,334.91,78.17,Yes,Australia,,APLA,IPF,11/17/2024,Australia,NSW,,The Next Alpha Athlete Competition,Yes
Lily Ngo,F,SBD,Raw,23,20-23,19-23,Open,66.8,69,117.5,-125,125,,125,75,80,82.5,,82.5,137.5,145,150,,150,357.5,3,371.32,367.62,324.35,75.45,Yes,Australia,,APLA,IPF,11/17/2024,Australia,NSW,,The Next Alpha Athlete Competition,Yes
Ailsa Nguyen,F,SBD,Raw,28,24-34,24-39,Open,74.1,76,102.5,112.5,117.5,,117.5,50,55,60,,60,110,120,130,,130,307.5,1,301.42,294.56,259.23,61.37,Yes,Australia,,APLA,IPF,11/17/2024,Australia,NSW,,The Next Alpha Athlete Competition,Yes
Vivienne Mutembwa,F,SBD,Raw,34,24-34,24-39,Open,80.25,84,90,97.5,102.5,,102.5,47.5,50,52.5,,52.5,115,122.5,127.5,,127.5,282.5,1,265.77,258.04,226.26,54.35,Yes,Australia,,APLA,IPF,11/17/2024,Australia,NSW,,The Next Alpha Athlete Competition,Yes
Katherine Thong,F,SBD,Raw,16,16-17,14-18,Sub-Junior,56.5,57,95,102.5,107.5,,107.5,45,47.5,50,,50,97.5,105,-110,,105,262.5,1,302.49,306.71,271.25,61.98,Yes,Australia,,APLA,IPF,11/17/2024,Australia,NSW,,The Next Alpha Athlete Competition,Yes
Joseph Ly,M,SBD,Raw,19,18-19,19-23,Junior,65.95,66,160,-170,170,,170,85,90,92.5,,92.5,190,202.5,212.5,,212.5,475,1,372.38,373.2,362.66,74.07,Yes,Australia,,APLA,IPF,11/17/2024,Australia,NSW,,The Next Alpha Athlete Competition,Yes
Daniel Burford,M,SBD,Raw,20,20-23,19-23,Junior,73.3,74,185,200,210,,210,125,137.5,142.5,,142.5,210,230,-237.5,,230,582.5,1,424.15,421.85,408.01,85.94,Yes,Australia,,APLA,IPF,11/17/2024,Australia,NSW,,The Next Alpha Athlete Competition,Yes
Humphrey Guo,M,SBD,Raw,23,20-23,19-23,Junior,73.5,74,175,185,192.5,,192.5,125,132.5,140,,140,200,215,230,,230,562.5,2,408.86,406.57,393.19,82.87,Yes,Australia,,APLA,IPF,11/17/2024,Australia,NSW,,The Next Alpha Athlete Competition,Yes
Jackson Liu,M,SBD,Raw,19,18-19,19-23,Junior,71.25,74,175,190,200,,200,130,137.5,-142.5,,137.5,175,-187.5,197.5,,197.5,535,3,397.02,395.59,383.08,80.11,Yes,Australia,,APLA,IPF,11/17/2024,Australia,NSW,,The Next Alpha Athlete Competition,Yes
Henry Le,M,SBD,Raw,23,20-23,19-23,Junior,68.35,74,137.5,147.5,157.5,,157.5,100,107.5,112.5,,112.5,180,195,207.5,,207.5,477.5,4,364.74,364.52,353.63,73.07,Yes,Australia,,APLA,IPF,11/17/2024,Australia,NSW,,The Next Alpha Athlete Competition,Yes
Oliver Badr,M,SBD,Raw,22,20-23,19-23,Junior,90.5,93,205,225,232.5,,232.5,125,132.5,137.5,,137.5,252.5,-267.5,270,,270,640,1,412.68,407.43,390.39,84.85,Yes,Australia,,APLA,IPF,11/17/2024,Australia,NSW,,The Next Alpha Athlete Competition,Yes
